【0030】Completed. 成功backup683頁，有6頁遺失.,Backed up,Lost,
"[2306] 網站downjor但係仍然有方法backup,睇下面step 1",684,7,691
"STEP 1 [UPDATED 2306]: 用 ARCHIVE.ORG BACKUP
(用其他網站例如 archive.is, archive.today 也可，但最好 archive.org)

1. 先上 Google 搜尋 URL 
2. 之後按“頁庫” （按一下睇screen cap)
3. copy link 落去 archive.org，按 save 
(URL will start with ""https://webcache.googleusercontent.com"")
4. copy archive.org link 去 COLUMN C
","Step2: 如果已經 backup , mark Yes)。失敗就No",Step3: 如已經upload上網，可以貼埋link到呢到   <<<要hyper link定點? (Archive results link),98.99%
,,,
URL,HAS BACKUP?,,
https://www.thestandnews.com/politics/dq%E5%8D%80%E8%AD%B0%E5%93%A1%E5%91%8A%E5%88%A5%E6%84%9F%E8%A8%80-%E6%9B%BE%E5%81%A5%E8%B6%85%E9%AC%A5%E5%91%BD%E9%95%B7-%E6%A2%81%E7%BF%8A%E5%A9%B7%E6%90%8F%E7%9B%A1%E7%84%A1%E6%82%94-%E9%83%AD%E5%A4%A9%E7%AB%8B%E6%88%96%E6%94%BF%E9%80%94%E5%8F%A5%E8%99%9F,yes,http://web.archive.org/web/20211229142219/https://www.thestandnews.com/politics/dq%E5%8D%80%E8%AD%B0%E5%93%A1%E5%91%8A%E5%88%A5%E6%84%9F%E8%A8%80-%E6%9B%BE%E5%81%A5%E8%B6%85%E9%AC%A5%E5%91%BD%E9%95%B7-%E6%A2%81%E7%BF%8A%E5%A9%B7%E6%90%8F%E7%9B%A1%E7%84%A1%E6%82%94-%E9%83%AD%E5%A4%A9%E7%AB%8B%E6%88%96%E6%94%BF%E9%80%94%E5%8F%A5%E8%99%9F,
https://www.thestandnews.com/society/%E7%B6%A0%E5%9C%A8%E5%A4%A9%E5%90%8E%E8%A2%AB%E6%8F%AD%E6%A3%84%E5%9B%9E%E6%94%B6%E7%89%A9-%E6%89%BF%E8%BE%A6%E5%95%86%E4%B8%BB%E5%B8%AD%E7%82%BA%E5%BB%BA%E5%88%B6%E6%B4%BE-3-%E5%9B%9E%E6%94%B6%E7%AB%99%E5%85%B1%E7%8D%B2%E6%89%B9-3500-%E8%90%AC%E5%85%83%E6%94%BF%E5%BA%9C%E5%90%88%E7%B4%84,yes,http://web.archive.org/web/20211229144615/https://www.thestandnews.com/society/%E7%B6%A0%E5%9C%A8%E5%A4%A9%E5%90%8E%E8%A2%AB%E6%8F%AD%E6%A3%84%E5%9B%9E%E6%94%B6%E7%89%A9-%E6%89%BF%E8%BE%A6%E5%95%86%E4%B8%BB%E5%B8%AD%E7%82%BA%E5%BB%BA%E5%88%B6%E6%B4%BE-3-%E5%9B%9E%E6%94%B6%E7%AB%99%E5%85%B1%E7%8D%B2%E6%89%B9-3500-%E8%90%AC%E5%85%83%E6%94%BF%E5%BA%9C%E5%90%88%E7%B4%84,
https://www.thestandnews.com/court/%E8%A2%AB%E6%8C%87%E4%B8%B2%E8%AC%80%E5%B8%B6%E8%B5%B0%E5%9B%9A%E7%8A%AF%E5%8F%A3%E7%BD%A9-%E5%89%8D%E5%8D%80%E8%AD%B0%E5%93%A1%E6%96%B9%E6%B5%A9%E8%BB%92%E7%84%A1%E7%BD%AA-%E5%9B%9A%E7%8A%AF%E7%BD%AA%E6%88%90%E5%8A%A0%E5%9B%9A-6-%E5%91%A8-%E6%B1%82%E6%83%85%E6%8C%87%E6%8A%95%E8%A8%B4%E7%84%A1%E9%96%80,yes,http://web.archive.org/web/20211229144537/https://www.thestandnews.com/court/%E8%A2%AB%E6%8C%87%E4%B8%B2%E8%AC%80%E5%B8%B6%E8%B5%B0%E5%9B%9A%E7%8A%AF%E5%8F%A3%E7%BD%A9-%E5%89%8D%E5%8D%80%E8%AD%B0%E5%93%A1%E6%96%B9%E6%B5%A9%E8%BB%92%E7%84%A1%E7%BD%AA-%E5%9B%9A%E7%8A%AF%E7%BD%AA%E6%88%90%E5%8A%A0%E5%9B%9A-6-%E5%91%A8-%E6%B1%82%E6%83%85%E6%8C%87%E6%8A%95%E8%A8%B4%E7%84%A1%E9%96%80,
https://www.thestandnews.com/court/%E6%B6%89%E6%94%BE%E8%B2%93%E5%85%A5%E6%B4%97%E8%A1%A3%E6%A9%9F-%E5%89%8D%E6%B8%AF%E5%A7%90%E5%86%A0%E8%BB%8D%E9%BB%83%E5%98%89%E9%9B%AF%E8%83%9E%E5%A7%90%E8%A2%AB%E6%8E%A7%E8%99%90%E7%95%9C-%E5%87%86%E4%BF%9D%E9%87%8B%E5%80%99%E4%B8%8B%E6%9C%88%E7%AD%94%E8%BE%AF-2,yes,http://web.archive.org/web/20211229144531/https://www.thestandnews.com/court/%E6%B6%89%E6%94%BE%E8%B2%93%E5%85%A5%E6%B4%97%E8%A1%A3%E6%A9%9F-%E5%89%8D%E6%B8%AF%E5%A7%90%E5%86%A0%E8%BB%8D%E9%BB%83%E5%98%89%E9%9B%AF%E8%83%9E%E5%A7%90%E8%A2%AB%E6%8E%A7%E8%99%90%E7%95%9C-%E5%87%86%E4%BF%9D%E9%87%8B%E5%80%99%E4%B8%8B%E6%9C%88%E7%AD%94%E8%BE%AF-2,
https://www.thestandnews.com/art/%E5%94%90%E6%BD%94%E5%AE%9C-%E5%8D%AF%E6%99%82%E6%9B%99%E5%85%89%E4%B8%8B%E7%9A%84%E9%A6%99%E6%B8%AF%E5%9C%B0%E6%A8%99,yes,http://web.archive.org/web/20211229142252/https://www.thestandnews.com/art/%E5%94%90%E6%BD%94%E5%AE%9C-%E5%8D%AF%E6%99%82%E6%9B%99%E5%85%89%E4%B8%8B%E7%9A%84%E9%A6%99%E6%B8%AF%E5%9C%B0%E6%A8%99,
https://www.thestandnews.com/court/1120-%E5%A4%A9%E6%B0%B4%E5%9C%8D20-%E6%AD%B2%E7%94%B7%E8%A2%AB%E6%8E%A7%E6%89%94%E8%86%A0%E9%A6%AC%E8%90%BD%E8%B7%AF%E8%BB%8C-%E8%BE%AF%E6%96%B9%E8%B3%AA%E7%96%91%E8%AD%A6%E8%AA%98%E5%B0%8E%E8%A2%AB%E5%91%8A%E7%B0%BD%E7%B4%99%E6%8B%9B%E8%AA%8D,yes,http://web.archive.org/web/20211229144639/https://www.thestandnews.com/court/1120-%E5%A4%A9%E6%B0%B4%E5%9C%8D20-%E6%AD%B2%E7%94%B7%E8%A2%AB%E6%8E%A7%E6%89%94%E8%86%A0%E9%A6%AC%E8%90%BD%E8%B7%AF%E8%BB%8C-%E8%BE%AF%E6%96%B9%E8%B3%AA%E7%96%91%E8%AD%A6%E8%AA%98%E5%B0%8E%E8%A2%AB%E5%91%8A%E7%B0%BD%E7%B4%99%E6%8B%9B%E8%AA%8D,
https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%9C%8B%E6%85%B6%E5%8D%87%E6%97%97%E9%85%92%E6%9C%83%E6%B4%BB%E5%8B%95%E5%A0%85%E6%8C%81%E8%88%89%E8%BE%A6-%E8%B3%80%E4%B8%80%E8%AA%A0%E6%94%BF%E6%B2%BB%E4%B8%8A%E4%B8%80%E5%AE%9A%E8%A6%81%E5%81%9A,yes,http://web.archive.org/web/20211229144709/https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%9C%8B%E6%85%B6%E5%8D%87%E6%97%97%E9%85%92%E6%9C%83%E6%B4%BB%E5%8B%95%E5%A0%85%E6%8C%81%E8%88%89%E8%BE%A6-%E8%B3%80%E4%B8%80%E8%AA%A0%E6%94%BF%E6%B2%BB%E4%B8%8A%E4%B8%80%E5%AE%9A%E8%A6%81%E5%81%9A,
https://www.thestandnews.com/cosmos/%E5%90%8C%E5%8D%B5%E9%9B%99%E8%83%9E%E8%83%8E-dna-%E6%93%81%E7%89%B9%E6%AE%8A%E5%88%86%E5%AD%90%E7%89%B9%E5%BE%B5-%E5%8F%AF%E7%94%A8%E4%BB%A5%E6%B8%AC%E8%A9%A6%E6%9F%90%E4%BA%BA%E6%98%AF%E5%90%A6%E5%AD%98%E6%B6%88%E5%A4%B1%E9%9B%99%E8%83%9E%E8%83%8E,yes,http://web.archive.org/web/20211229144705/https://www.thestandnews.com/cosmos/%E5%90%8C%E5%8D%B5%E9%9B%99%E8%83%9E%E8%83%8E-dna-%E6%93%81%E7%89%B9%E6%AE%8A%E5%88%86%E5%AD%90%E7%89%B9%E5%BE%B5-%E5%8F%AF%E7%94%A8%E4%BB%A5%E6%B8%AC%E8%A9%A6%E6%9F%90%E4%BA%BA%E6%98%AF%E5%90%A6%E5%AD%98%E6%B6%88%E5%A4%B1%E9%9B%99%E8%83%9E%E8%83%8E,
https://www.thestandnews.com/culture/%E5%9C%A8%E4%B8%96%E7%95%8C%E6%9C%AB%E6%97%A5%E4%B9%8B%E5%BE%8C%E6%B4%BB%E4%B8%8B%E5%8E%BB-%E8%A8%AA%E8%98%87%E8%8B%91%E5%A7%8D%E4%B8%80%E5%80%8B%E5%8F%AF%E4%BB%A5%E6%B4%BB%E4%B8%8B%E5%8E%BB%E7%9A%84%E4%B8%96%E7%95%8C%E6%98%AF%E5%8F%AF%E8%83%BD%E7%9A%84,Yes,https://web.archive.org/web/20211229143204/https://www.thestandnews.com/culture/%E5%9C%A8%E4%B8%96%E7%95%8C%E6%9C%AB%E6%97%A5%E4%B9%8B%E5%BE%8C%E6%B4%BB%E4%B8%8B%E5%8E%BB-%E8%A8%AA%E8%98%87%E8%8B%91%E5%A7%8D%E4%B8%80%E5%80%8B%E5%8F%AF%E4%BB%A5%E6%B4%BB%E4%B8%8B%E5%8E%BB%E7%9A%84%E4%B8%96%E7%95%8C%E6%98%AF%E5%8F%AF%E8%83%BD%E7%9A%84,
https://www.thestandnews.com/culture/%E7%A9%B6%E7%AB%9F%E5%B0%9A%E6%B0%A3%E5%A5%BD%E5%94%94%E5%A5%BD%E7%9D%87,Yes,https://web.archive.org/web/20211229142337/https://www.thestandnews.com/culture/%E7%A9%B6%E7%AB%9F%E5%B0%9A%E6%B0%A3%E5%A5%BD%E5%94%94%E5%A5%BD%E7%9D%87,
https://www.thestandnews.com/court/%E8%BF%B7%E4%BD%A0%E5%80%89%E6%AD%BB%E5%9B%A0%E7%A0%94%E8%A8%8A%E7%81%AB%E6%BA%AB%E9%81%8E%E9%AB%98%E7%84%A1%E6%B3%95%E7%B9%BC%E7%BA%8C%E6%90%9C%E7%B4%A2-%E9%80%80%E4%BC%91%E7%B8%BD%E9%9A%8A%E7%9B%AE%E7%94%9F%E6%B6%AF%E4%BB%A5%E4%BE%86%E6%9C%80%E9%AB%98%E4%B8%80%E6%AC%A1,yes,https://web.archive.org/web/20211229142421/https://www.thestandnews.com/court/%E8%BF%B7%E4%BD%A0%E5%80%89%E6%AD%BB%E5%9B%A0%E7%A0%94%E8%A8%8A%E7%81%AB%E6%BA%AB%E9%81%8E%E9%AB%98%E7%84%A1%E6%B3%95%E7%B9%BC%E7%BA%8C%E6%90%9C%E7%B4%A2-%E9%80%80%E4%BC%91%E7%B8%BD%E9%9A%8A%E7%9B%AE%E7%94%9F%E6%B6%AF%E4%BB%A5%E4%BE%86%E6%9C%80%E9%AB%98%E4%B8%80%E6%AC%A1,
https://www.thestandnews.com/personal/%E8%82%A5%E5%BE%8C%E5%B1%8B%E6%8B%9B%E7%89%8C%E5%8B%81%E4%BC%BC%E9%AD%B7%E9%AD%9A%E9%81%8A%E6%88%B2%E7%9A%84%E9%9A%B1%E4%B8%96%E5%B1%85%E9%85%92%E5%B1%8B,yes,https://web.archive.org/web/20211229142359/https://www.thestandnews.com/personal/%E8%82%A5%E5%BE%8C%E5%B1%8B%E6%8B%9B%E7%89%8C%E5%8B%81%E4%BC%BC%E9%AD%B7%E9%AD%9A%E9%81%8A%E6%88%B2%E7%9A%84%E9%9A%B1%E4%B8%96%E5%B1%85%E9%85%92%E5%B1%8B,
https://www.thestandnews.com/international/%E4%B8%96%E8%A1%9B%E5%A0%B1%E5%91%8A%E6%8F%AD-83-%E5%90%8D%E6%8F%B4%E5%8A%A9%E4%BA%BA%E5%93%A1-%E6%B6%89%E5%89%9B%E6%9E%9C%E6%80%A7%E4%BE%B5%E7%95%B6%E5%9C%B0%E5%A9%A6%E5%A5%B3-%E5%8F%97%E5%AE%B3%E4%BA%BA%E9%86%AB%E9%99%A2%E8%A2%AB%E7%AA%81%E8%A5%B2-%E8%AD%9A%E5%BE%B7%E5%A1%9E%E9%81%93%E6%AD%89,yes,https://web.archive.org/web/20211229144900/https://www.thestandnews.com/international/%E4%B8%96%E8%A1%9B%E5%A0%B1%E5%91%8A%E6%8F%AD-83-%E5%90%8D%E6%8F%B4%E5%8A%A9%E4%BA%BA%E5%93%A1-%E6%B6%89%E5%89%9B%E6%9E%9C%E6%80%A7%E4%BE%B5%E7%95%B6%E5%9C%B0%E5%A9%A6%E5%A5%B3-%E5%8F%97%E5%AE%B3%E4%BA%BA%E9%86%AB%E9%99%A2%E8%A2%AB%E7%AA%81%E8%A5%B2-%E8%AD%9A%E5%BE%B7%E5%A1%9E%E9%81%93%E6%AD%89,
https://www.thestandnews.com/society/%E6%B8%AF%E9%81%8B%E5%9F%8E%E4%BA%8C%E5%BA%A7%E5%B0%81%E5%8D%80-710-%E4%BA%BA%E6%8E%A5%E5%8F%97%E5%BC%B7%E6%AA%A2-%E6%B2%92%E7%99%BC%E7%8F%BE%E7%A2%BA%E8%A8%BA%E5%80%8B%E6%A1%88,yes,https://web.archive.org/web/20211229145010/https://www.thestandnews.com/society/%E6%B8%AF%E9%81%8B%E5%9F%8E%E4%BA%8C%E5%BA%A7%E5%B0%81%E5%8D%80-710-%E4%BA%BA%E6%8E%A5%E5%8F%97%E5%BC%B7%E6%AA%A2-%E6%B2%92%E7%99%BC%E7%8F%BE%E7%A2%BA%E8%A8%BA%E5%80%8B%E6%A1%88,
https://www.thestandnews.com/art/%E6%B8%AF%E6%A8%82%E5%AD%A3%E6%9C%AB%E5%A3%93%E8%BB%B8%E7%9A%84%E5%A4%9A%E5%85%83%E5%8C%96%E7%AF%80%E7%9B%AE-%E5%BB%96%E5%9C%8B%E6%95%8F%E8%88%87%E4%B8%89%E4%BD%8D%E7%8D%A8%E5%A5%8F%E5%AE%B6,yes,https://web.archive.org/web/20211229142429/https://www.thestandnews.com/art/%E6%B8%AF%E6%A8%82%E5%AD%A3%E6%9C%AB%E5%A3%93%E8%BB%B8%E7%9A%84%E5%A4%9A%E5%85%83%E5%8C%96%E7%AF%80%E7%9B%AE-%E5%BB%96%E5%9C%8B%E6%95%8F%E8%88%87%E4%B8%89%E4%BD%8D%E7%8D%A8%E5%A5%8F%E5%AE%B6,
https://www.thestandnews.com/personal/%E5%A0%85%E5%B0%BC%E5%9C%B0%E9%81%93%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6%E9%9B%BB%E5%BD%B1%E7%9C%BE%E7%B1%8C-%E9%BB%83%E7%A7%8B%E7%94%9F%E6%96%B0%E6%88%B2%E9%96%8B%E5%BE%97%E6%88%90%E7%9D%87%E4%BD%A0,yes,https://web.archive.org/web/20211229144759/https://www.thestandnews.com/personal/%E5%A0%85%E5%B0%BC%E5%9C%B0%E9%81%93%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6%E9%9B%BB%E5%BD%B1%E7%9C%BE%E7%B1%8C-%E9%BB%83%E7%A7%8B%E7%94%9F%E6%96%B0%E6%88%B2%E9%96%8B%E5%BE%97%E6%88%90%E7%9D%87%E4%BD%A0,
https://www.thestandnews.com/china/%E6%8F%90%E5%80%A1%E9%BB%A8%E7%AE%A1%E4%BA%BA%E6%89%8D-%E7%BF%92%E8%BF%91%E5%B9%B3%E9%BC%93%E5%8B%B5%E4%BA%BA%E6%89%8D%E6%87%B7%E6%84%9B%E5%9C%8B%E4%B9%8B%E5%BF%83-%E7%9B%AE%E6%A8%99-2035-%E5%B9%B4%E7%A7%91%E6%8A%80%E4%BA%BA%E6%89%8D%E4%B8%96%E7%95%8C%E5%89%8D%E5%88%97,yes,https://web.archive.org/web/20211229142542/https://www.thestandnews.com/china/%E6%8F%90%E5%80%A1%E9%BB%A8%E7%AE%A1%E4%BA%BA%E6%89%8D-%E7%BF%92%E8%BF%91%E5%B9%B3%E9%BC%93%E5%8B%B5%E4%BA%BA%E6%89%8D%E6%87%B7%E6%84%9B%E5%9C%8B%E4%B9%8B%E5%BF%83-%E7%9B%AE%E6%A8%99-2035-%E5%B9%B4%E7%A7%91%E6%8A%80%E4%BA%BA%E6%89%8D%E4%B8%96%E7%95%8C%E5%89%8D%E5%88%97,
https://www.thestandnews.com/personal/%E5%B0%8F%E5%BF%83%E5%9C%B0%E6%BB%91%E8%88%87%E4%BB%96%E5%80%91%E7%9A%84%E7%94%A2%E5%9C%B0,yes,https://web.archive.org/web/20211229142603/https://www.thestandnews.com/personal/%E5%B0%8F%E5%BF%83%E5%9C%B0%E6%BB%91%E8%88%87%E4%BB%96%E5%80%91%E7%9A%84%E7%94%A2%E5%9C%B0,
https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%86%8D%E5%A2%9E%E7%AC%AC-71-%E5%AE%97%E7%A2%BA%E8%A8%BA%E7%97%85%E4%BE%8B-%E7%82%BA%E9%87%91%E5%AF%B6%E4%BE%86%E9%85%92%E5%BA%97%E5%A4%96%E5%88%A4%E4%BF%9D%E5%AE%89,yes,https://web.archive.org/web/20211229142622/https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%86%8D%E5%A2%9E%E7%AC%AC-71-%E5%AE%97%E7%A2%BA%E8%A8%BA%E7%97%85%E4%BE%8B-%E7%82%BA%E9%87%91%E5%AF%B6%E4%BE%86%E9%85%92%E5%BA%97%E5%A4%96%E5%88%A4%E4%BF%9D%E5%AE%89,
https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%85%A8%E6%B0%91%E6%A0%B8%E6%AA%A2%E4%BB%8A%E5%8D%88%E7%B5%90%E6%9D%9F-%E9%80%BE-62-%E8%90%AC%E4%BA%BA%E6%9C%89%E7%B5%90%E6%9E%9C%E5%9D%87%E9%99%B0%E6%80%A7,yes,https://web.archive.org/web/20211229142612/https://www.thestandnews.com/%E6%BE%B3%E9%96%80/%E6%BE%B3%E9%96%80%E5%85%A8%E6%B0%91%E6%A0%B8%E6%AA%A2%E4%BB%8A%E5%8D%88%E7%B5%90%E6%9D%9F-%E9%80%BE-62-%E8%90%AC%E4%BA%BA%E6%9C%89%E7%B5%90%E6%9E%9C%E5%9D%87%E9%99%B0%E6%80%A7,
https://www.thestandnews.com/court/%E6%A2%81%E6%8C%AF%E8%8B%B1803-%E5%9F%BA%E9%87%91%E6%95%97%E8%A8%B4-%E8%A6%86%E6%A0%B8%E8%A6%81%E6%B1%82%E5%85%AC%E9%96%8B%E5%A4%B1%E7%95%B6%E6%95%99%E5%B8%AB%E8%B3%87%E6%96%99-%E9%81%AD%E9%AB%98%E9%99%A2%E9%A7%81%E5%9B%9E,yes,https://web.archive.org/web/20211229142657/https://www.thestandnews.com/court/%E6%A2%81%E6%8C%AF%E8%8B%B1803-%E5%9F%BA%E9%87%91%E6%95%97%E8%A8%B4-%E8%A6%86%E6%A0%B8%E8%A6%81%E6%B1%82%E5%85%AC%E9%96%8B%E5%A4%B1%E7%95%B6%E6%95%99%E5%B8%AB%E8%B3%87%E6%96%99-%E9%81%AD%E9%AB%98%E9%99%A2%E9%A7%81%E5%9B%9E,
https://www.thestandnews.com/court/%E7%84%A1%E6%A5%AD%E7%94%B7%E5%81%87%E6%89%AE%E5%A5%B3%E5%90%8C%E5%BF%97%E5%BC%B7%E5%A7%A6%E5%A5%B3%E5%AD%90-%E4%BA%8B%E4%B8%BB%E6%84%9F%E9%99%B0%E9%81%93%E5%85%A7%E7%95%B0%E7%89%A9%E6%9C%89%E8%82%89%E6%84%9F-%E9%A9%9A%E8%A6%BA%E8%A2%AB%E5%91%8A%E6%98%AF%E7%94%B7%E4%BA%BA-%E8%A6%BA%E5%BE%97%E4%BD%A2%E5%A5%BD%E8%AE%8A%E6%85%8B,yes,https://web.archive.org/web/20211229141528/https://www.thestandnews.com/court/%E7%84%A1%E6%A5%AD%E7%94%B7%E5%81%87%E6%89%AE%E5%A5%B3%E5%90%8C%E5%BF%97%E5%BC%B7%E5%A7%A6%E5%A5%B3%E5%AD%90-%E4%BA%8B%E4%B8%BB%E6%84%9F%E9%99%B0%E9%81%93%E5%85%A7%E7%95%B0%E7%89%A9%E6%9C%89%E8%82%89%E6%84%9F-%E9%A9%9A%E8%A6%BA%E8%A2%AB%E5%91%8A%E6%98%AF%E7%94%B7%E4%BA%BA-%E8%A6%BA%E5%BE%97%E4%BD%A2%E5%A5%BD%E8%AE%8A%E6%85%8B,
https://www.thestandnews.com/society/fact-check-%E7%AD%86%E8%A8%98%E8%BE%9B%E6%99%AE%E6%A3%AE%E6%82%96%E8%AB%96simpsons-paradox,yes,https://web.archive.org/web/20211229141803/https://www.thestandnews.com/society/fact-check-%E7%AD%86%E8%A8%98%E8%BE%9B%E6%99%AE%E6%A3%AE%E6%82%96%E8%AB%96simpsons-paradox,
https://www.thestandnews.com/society/wwf%E5%82%BE%E5%80%92%E5%BB%A2%E6%96%99%E6%90%8D-37-%E8%B2%9D%E6%BE%B3%E4%BF%9D%E8%82%B2%E5%B8%B6-%E6%B3%95%E4%BE%8B%E9%81%8E%E6%99%82%E9%9B%A3%E7%AE%A1%E7%A7%81%E4%BA%BA%E5%9C%9F%E5%9C%B0,yes,https://web.archive.org/web/20211229141752/https://www.thestandnews.com/society/wwf%E5%82%BE%E5%80%92%E5%BB%A2%E6%96%99%E6%90%8D-37-%E8%B2%9D%E6%BE%B3%E4%BF%9D%E8%82%B2%E5%B8%B6-%E6%B3%95%E4%BE%8B%E9%81%8E%E6%99%82%E9%9B%A3%E7%AE%A1%E7%A7%81%E4%BA%BA%E5%9C%9F%E5%9C%B0,
https://www.thestandnews.com/court/%E5%89%8D%E5%8D%80%E8%AD%B0%E5%93%A1%E8%91%89%E9%8C%A6%E9%BE%8D%E6%B6%89%E5%88%91%E6%AF%80%E6%A1%88-%E6%8A%BC%E5%BE%8C-1111-%E8%A3%81%E6%B1%BA,yes,https://web.archive.org/web/20211229135834/https://www.thestandnews.com/court/%E5%89%8D%E5%8D%80%E8%AD%B0%E5%93%A1%E8%91%89%E9%8C%A6%E9%BE%8D%E6%B6%89%E5%88%91%E6%AF%80%E6%A1%88-%E6%8A%BC%E5%BE%8C-1111-%E8%A3%81%E6%B1%BA,
https://www.thestandnews.com/art/%E8%88%8A%E7%85%A7%E7%89%87%E6%98%AF%E9%9B%86%E9%AB%94%E5%9B%9E%E6%86%B6-%E6%94%9D%E5%BD%B1%E5%B8%AB%E7%BF%9F%E5%81%89%E8%89%AF%E9%80%9D%E4%B8%96-%E7%B5%82%E5%B9%B4-79-%E6%AD%B2,yes,https://web.archive.org/web/20211229140426/https://www.thestandnews.com/art/%E8%88%8A%E7%85%A7%E7%89%87%E6%98%AF%E9%9B%86%E9%AB%94%E5%9B%9E%E6%86%B6-%E6%94%9D%E5%BD%B1%E5%B8%AB%E7%BF%9F%E5%81%89%E8%89%AF%E9%80%9D%E4%B8%96-%E7%B5%82%E5%B9%B4-79-%E6%AD%B2,
https://www.thestandnews.com/court/%E4%B8%AD%E5%85%AD%E7%94%9F%E5%B8%B6%E7%82%B8%E8%97%A5%E5%9B%9E%E6%A0%A1%E7%BD%AA%E6%88%90%E5%8E%9F%E5%AE%9A%E4%BB%8A%E5%88%A4%E5%88%91-%E9%86%AB%E7%94%9F%E5%8F%8A%E6%87%B2%E6%95%99%E5%A0%B1%E5%91%8A%E5%BB%BA%E8%AD%B0%E6%9C%89%E7%95%B0%E6%8A%BC%E5%BE%8C,yes,https://web.archive.org/web/20211229145317/https://www.thestandnews.com/court/%E4%B8%AD%E5%85%AD%E7%94%9F%E5%B8%B6%E7%82%B8%E8%97%A5%E5%9B%9E%E6%A0%A1%E7%BD%AA%E6%88%90%E5%8E%9F%E5%AE%9A%E4%BB%8A%E5%88%A4%E5%88%91-%E9%86%AB%E7%94%9F%E5%8F%8A%E6%87%B2%E6%95%99%E5%A0%B1%E5%91%8A%E5%BB%BA%E8%AD%B0%E6%9C%89%E7%95%B0%E6%8A%BC%E5%BE%8C,
https://www.thestandnews.com/nature/30-%E5%B9%B4%E5%89%8D%E8%8A%AC%E8%98%AD%E4%B8%80%E6%AC%A1%E5%AF%A6%E9%A9%97%E6%84%8F%E5%A4%96-%E9%80%A0%E5%B0%B1%E4%BF%84%E7%BE%85%E6%96%AF%E5%A8%83%E5%A8%83%E5%BE%AE%E7%94%9F%E6%85%8B%E7%B6%B2,yes,https://web.archive.org/web/20211229145255/https://www.thestandnews.com/nature/30-%E5%B9%B4%E5%89%8D%E8%8A%AC%E8%98%AD%E4%B8%80%E6%AC%A1%E5%AF%A6%E9%A9%97%E6%84%8F%E5%A4%96-%E9%80%A0%E5%B0%B1%E4%BF%84%E7%BE%85%E6%96%AF%E5%A8%83%E5%A8%83%E5%BE%AE%E7%94%9F%E6%85%8B%E7%B6%B2,
https://www.thestandnews.com/society/a%E4%BE%9B%E5%A4%96%E5%82%AD%E6%AA%A2%E7%96%AB%E7%9A%84%E7%AB%B9%E7%AF%99%E7%81%A3%E4%B8%AD%E5%BF%83-%E4%B8%8B%E5%91%A8%E4%B8%80%E8%B5%B7%E9%96%8B%E6%94%BE-1022-%E5%BE%8C%E9%A0%90%E7%B4%84-%E5%A2%9E-200-%E5%96%AE%E4%BD%8D,yes,https://web.archive.org/web/20211229142010/https://www.thestandnews.com/society/a%E4%BE%9B%E5%A4%96%E5%82%AD%E6%AA%A2%E7%96%AB%E7%9A%84%E7%AB%B9%E7%AF%99%E7%81%A3%E4%B8%AD%E5%BF%83-%E4%B8%8B%E5%91%A8%E4%B8%80%E8%B5%B7%E9%96%8B%E6%94%BE-1022-%E5%BE%8C%E9%A0%90%E7%B4%84-%E5%A2%9E-200-%E5%96%AE%E4%BD%8D,
https://www.thestandnews.com/nature/m-%E5%BC%8F%E6%96%9C%E6%A7%93%E7%92%B0%E4%BF%9D%E9%98%BF%E7%88%BE%E5%8D%91%E6%96%AF%E5%B1%B1%E5%86%B0%E5%B7%9D%E6%9A%97%E8%97%8F%E5%8F%A4%E4%BB%A3%E9%A3%9B%E9%BE%8D%E6%94%80%E7%99%BB%E5%86%B0%E5%B1%B1%E7%AB%9F%E7%94%B1%E5%B7%A5%E6%A5%AD%E9%9D%A9%E5%91%BD%E8%AA%AA%E8%B5%B7,yes,https://web.archive.org/web/20211229142135/https://www.thestandnews.com/nature/m-%E5%BC%8F%E6%96%9C%E6%A7%93%E7%92%B0%E4%BF%9D%E9%98%BF%E7%88%BE%E5%8D%91%E6%96%AF%E5%B1%B1%E5%86%B0%E5%B7%9D%E6%9A%97%E8%97%8F%E5%8F%A4%E4%BB%A3%E9%A3%9B%E9%BE%8D%E6%94%80%E7%99%BB%E5%86%B0%E5%B1%B1%E7%AB%9F%E7%94%B1%E5%B7%A5%E6%A5%AD%E9%9D%A9%E5%91%BD%E8%AA%AA%E8%B5%B7,
